0.547965, 0.946596, 0.986346
0.063375, 0.309235, 0.719515
0.258589, 0.023042, 0.861526
0.834540, 0.778714, 0.948811
0.494831, 0.499844, 0.503504
0.218002, 0.976749, 0.006356
0.804302, 0.853606, 0.998439
0.872812, 0.207883, 0.647566
0.908611, 0.620375, 0.943945
0.902542, 0.690910, 0.191987
0.719890, 0.917172, 0.391024
0.884176, 0.160192, 0.583049
0.232076, 0.542796, 0.645480
0.235998, 0.470317, 0.689243
0.865585, 0.209949, 0.637900
0.189966, 0.261139, 0.378571
0.195457, 0.059647, 0.669909
0.338033, 0.774441, 0.997182
0.916928, 0.783649, 0.127678
0.293671, 0.791557, 0.063843
0.626294, 0.822890, 0.839971
0.856768, 0.642150, 0.927261
0.668184, 0.408094, 0.437164
0.146134, 0.998551, 0.792879
0.244363, 0.898227, 0.551794
0.220120, 0.070226, 0.426348
0.936978, 0.485466, 0.373882
0.540097, 0.123413, 0.295770
0.185927, 0.950991, 0.741367
0.338557, 0.418114, 0.284524
0.412522, 0.650138, 0.084894
0.174957, 0.546504, 0.048040
0.908763, 0.201160, 0.556385
0.136557, 0.313592, 0.805639
0.243930, 0.668675, 0.123608
0.753895, 0.184443, 0.853244
0.380395, 0.137572, 0.301433
0.533230, 0.566285, 0.402377
0.462923, 0.029013, 0.179731
0.390553, 0.854064, 0.840123
0.046708, 0.927711, 0.084824
0.329462, 0.971950, 0.055146
0.476878, 0.975996, 0.334789
0.611248, 0.740427, 0.775028
0.016569, 0.499481, 0.299511
0.889617, 0.610133, 0.645365
0.853498, 0.712338, 0.206559
0.341247, 0.372785, 0.083520
0.180329, 0.405152, 0.618325
0.530240, 0.301324, 0.338794
0.447480, 0.039785, 0.190529
0.459902, 0.622765, 0.061936
0.606036, 0.805239, 0.575432
0.146372, 0.296947, 0.453314
0.592430, 0.864616, 0.194962
0.799492, 0.193112, 0.440407
0.526945, 0.231318, 0.041202
0.817997, 0.026473, 0.598106
0.597846, 0.734830, 0.798358
0.846424, 0.863200, 0.733184
0.547352, 0.201856, 0.976836
0.944814, 0.820719, 0.317504
0.151381, 0.913247, 0.634096
0.880946, 0.399118, 0.680354
0.351034, 0.273914, 0.777912
0.856925, 0.968832, 0.012769
0.430646, 0.421441, 0.026767
0.862854, 0.521488, 0.546868
0.197534, 0.716108, 0.282626
0.842220, 0.248696, 0.548889
0.776733, 0.013815, 0.468176
0.035690, 0.653276, 0.100540
0.836281, 0.684521, 0.130856
0.118121, 0.196490, 0.681001
0.673166, 0.159307, 0.428219
0.980722, 0.342706, 0.740032
0.156975, 0.573275, 0.614282
0.456041, 0.850828, 0.256341
0.509395, 0.820127, 0.246822
0.704542, 0.272990, 0.487042
0.926930, 0.095289, 0.455633
0.941312, 0.520412, 0.062667
0.187034, 0.122580, 0.447866
0.290400, 0.630937, 0.393802
0.342027, 0.626271, 0.096747
0.719501, 0.281329, 0.202882
0.049873, 0.914464, 0.754458
0.683437, 0.310610, 0.347675
0.837650, 0.416268, 0.060481
0.541954, 0.411136, 0.978124
0.885331, 0.696666, 0.367200
0.313759, 0.976042, 0.279041
0.669466, 0.438176, 0.780597
0.479062, 0.811563, 0.457883
0.855346, 0.503528, 0.693008
0.488851, 0.398639, 0.396838
0.181140, 0.901361, 0.966616
0.319171, 0.660165, 0.205754
0.168801, 0.987187, 0.681836
0.808095, 0.720235, 0.288013
0.427036, 0.811103, 0.087229
0.914206, 0.063489, 0.013182
0.105450, 0.235533, 0.242078
0.267223, 0.371865, 0.522853
0.912689, 0.400862, 0.916195
0.070007, 0.360259, 0.971168
0.642890, 0.721576, 0.862665
0.229297, 0.301193, 0.807506
0.654328, 0.804392, 0.288779
0.510024, 0.942865, 0.781106
0.423495, 0.243927, 0.570878
0.041363, 0.928115, 0.718248
0.540912, 0.968541, 0.264614
0.965458, 0.028860, 0.871037
0.127321, 0.773786, 0.699579
0.772225, 0.858401, 0.638893
0.108179, 0.535085, 0.784481
0.563059, 0.721444, 0.642353
0.489833, 0.773202, 0.626069
0.336791, 0.839378, 0.703463
0.303873, 0.241259, 0.643860
0.393752, 0.948861, 0.024519
0.219935, 0.792576, 0.677005
0.156267, 0.739464, 0.320603
0.636831, 0.303668, 0.185193
0.450887, 0.467371, 0.461714
0.934097, 0.992267, 0.769772
0.480998, 0.474991, 0.224444
0.259830, 0.259068, 0.533650
0.026345, 0.050942, 0.495262
0.926508, 0.663833, 0.080449
0.574040, 0.793104, 0.958458
0.037055, 0.838025, 0.467819
0.145897, 0.273013, 0.239595
0.143023, 0.850850, 0.091962
0.118590, 0.648616, 0.254598
0.491800, 0.643770, 0.127050
0.712105, 0.911689, 0.276942
0.118262, 0.787422, 0.783282
0.471209, 0.585554, 0.919355
0.718469, 0.698594, 0.711321
0.703747, 0.979419, 0.817311
0.870589, 0.084401, 0.471449
0.735269, 0.050737, 0.581573
0.875181, 0.303912, 0.127320
0.055148, 0.691711, 0.385304
0.828799, 0.399009, 0.912982
0.075392, 0.927074, 0.993764
0.749265, 0.137688, 0.176062
0.706951, 0.346654, 0.804123
0.787170, 0.722958, 0.709678
0.233649, 0.778373, 0.509328
0.107639, 0.084167, 0.362683
0.781804, 0.087988, 0.849683
0.652170, 0.417338, 0.846042
